word1,word2,sim,dataset
reservation,reservation,3.35,scws
resistance,resistance,8.1,scws
resolution,document,5.1,scws
resolution,physical,1.8,scws
resolution,resolution,9.9,scws
retirement,status,0.95,scws
reverse,gear,3.4,scws
reverse,opposition,3.5,scws
reverse,reverse,9.6,scws
right,position,2.0,scws
right,proper,3.65,scws
right,water,0.0,scws
rock,chondrite,0.7,scws
rock,jazz,8.2,scws
rock,limestone,4.6,scws
rock,move,0.5,scws
rock,move,1.8,scws
rock,rock,1.5,scws
rod,rod,2.0,scws
role,hat,1.8,scws
role,title,4.1,scws
rolling,robbery,0.1,scws
rolling,rolling,3.8,scws
rolling,sound,2.35,scws
romance,intrigue,1.6,scws
romance,love,7.5,scws
romance,quality,6.0,scws
rose,damask,1.0,scws
rose,rose,7.3,scws
rose,soar,3.77,scws
rough,crushed,0.7,scws
rough,golf,0.8,scws
rough,rough,5.5,scws
round,ammunition,4.6,scws
round,phase,1.8,scws
round,round,2.3,scws
round,shape,3.95,scws
round,travel,0.9,scws
row,dispute,1.2,scws
row,row,8.2,scws
row,stroke,4.7,scws
row,terrace,1.6,scws
rubber,crepe,2.1,scws
running,dash,0.8,scws
running,leave,2.8,scws
running,running,7.7,scws
running,sprint,4.7,scws
sacrifice,force,1.35,scws
sacrifice,give,3.7,scws
sacrifice,kill,5.9,scws
sacrifice,sacrifice,7.9,scws
sales,divestiture,3.3,scws
sales,income,5.4,scws
sample,example,4.1,scws
satellite,air,4.7,scws
satellite,follower,1.5,scws
satellite,outer,1.9,scws
satellite,solar,5.75,scws
scattered,break,2.3,scws
scattered,disband,4.4,scws
scattered,incoherent,2.6,scws
school,alumnus,2.3,scws
school,center,3.5,scws
school,school,2.9,scws
school,system,2.6,scws
science,virtuosity,2.1,scws
scientist,cosmographer,6.0,scws
seafood,lobster,2.9,scws
seafood,sea,4.7,scws
sea,measure,0.8,scws
season,dry,3.6,scws
sea,south,1.9,scws
second,back,1.8,scws
second,eye,0.7,scws
second,leap,1.95,scws
second,ordinal,3.4,scws
second,second,5.9,scws
secretary,assistant,5.45,scws
secretary,energy,0.7,scws
secret,confidence,2.78,scws
secret,password,6.9,scws
see,appreciate,3.5,scws
see,diocese,2.35,scws
seeing,recognition,1.9,scws
seeing,seeing,7.49,scws
seeing,visualize,7.6,scws
seepage,exudation,5.6,scws
see,see,6.15,scws
senate,state,3.8,scws
sent,out,4.5,scws
serial,opera,3.55,scws
serial,ordered,1.6,scws
serial,quarterly,1.75,scws
series,broadcast,3.1,scws
series,string,5.5,scws
seven,spot,0.5,scws
sex,class,2.9,scws
sex,distinguish,0.9,scws
sex,foreplay,6.1,scws
sex,sex,3.8,scws
sheet,cover,0.1,scws
sheet,expanse,1.95,scws
sheet,sheet,8.9,scws
sheet,worksheet,7.25,scws
shifting,back,2.1,scws
shifting,move,6.2,scws
shifting,shifting,9.7,scws
shining,work,2.5,scws
shoot,shoot,5.4,scws
shoot,shooting,8.8,scws
shoot,sucker,2.2,scws
shore,arrive,1.1,scws
shore,beam,0.9,scws
shore,bound,2.5,scws
shore,geological,4.3,scws
short,close,1.8,scws
short,diamond,0.6,scws
shot,colorful,2.8,scws
shot,control,1.2,scws
shot,grapeshot,4.9,scws
shot,kill,2.3,scws
shot,shot,7.05,scws
shower,flood,2.9,scws
shower,plumbing,6.75,scws
shower,thunderstorm,3.1,scws
sign,sign,2.6,scws
sign,street,2.5,scws
sign,token,3.9,scws
similarity,law,0.0,scws
single,base,1.5,scws
single,common,1.7,scws
single,hit,0.9,scws
singles,badminton,3.8,scws
singles,hit,4.6,scws
single,singleton,1.5,scws
singles,tennis,5.1,scws
sit,sit,8.8,scws
situation,element,1.5,scws
situation,isolation,1.1,scws
situation,place,2.45,scws
size,classify,2.5,scws
size,coat,2.7,scws
size,magnitude,6.45,scws
size,prominence,1.7,scws
size,property,0.551,scws
skin,eye,5.65,scws
skin,free,0.7,scws
skin,skin,9.1,scws
slain,dead,7.8,scws
slain,dead,7.0,scws
slain,kill,7.5,scws
slave,work,3.7,scws
slave,worker,3.7,scws
slight,dismiss,1.85,scws
slight,insignificant,5.8,scws
slight,silent,1.6,scws
slip,freudian,0.9,scws
slip,move,5.15,scws
slow,gradual,1.3,scws
smashing,blast,5.0,scws
smashing,hit,7.5,scws
smile,expression,7.1,scws
smoking,emit,3.65,scws
smoking,inhale,6.6,scws
smoking,vaporization,4.8,scws
soap,bribe,2.05,scws
soap,opera,2.8,scws
soap,saddle,1.6,scws
soft,soft,5.95,scws
software,compatible,3.9,scws
sole,single,7.9,scws
solo,activity,3.4,scws
solo,fly,1.0,scws
solo,musical,4.5,scws
solo,perform,3.7,scws
sounding,depth,1.05,scws
sounding,look,3.1,scws
sounding,measurement,3.2,scws
space,location,5.5,scws
space,put,1.3,scws
space,space,5.25,scws
space,world,4.7,scws
spiral,coiled,5.4,scws
spiral,helix,6.1,scws
splash,noise,2.6,scws
spread,discharge,1.6,scws
spread,disparity,1.9,scws
spread,dispersion,6.6,scws
spread,distributed,5.85,scws
spread,move,4.1,scws
spread,spread,8.75,scws
square,angular,3.95,scws
square,lawful,0.4,scws
square,number,0.9,scws
square,polygon,3.4,scws
square,shape,5.5,scws
square,square,5.0,scws
stalls,compartment,4.9,scws
stalls,livery,2.05,scws
star,have,0.7,scws
star,path,2.2,scws
star,star,3.1,scws
start,beginning,8.9,scws
starter,starter,9.7,scws
start,get,1.5,scws
start,match,5.1,scws
start,set,0.5,scws
start,start,7.95,scws
start,year,1.8,scws
stated,propose,5.2,scws
stick,limb,3.6,scws
stick,move,1.0,scws
still,photograph,2.2,scws
still,silence,4.0,scws
stock,egg,0.3,scws
stock,growth,1.1,scws
stock,life,0.4,scws
stock,market,4.7,scws
stock,merchandise,3.4,scws
stocks,framework,3.3,scws
stocks,stocks,5.9,scws
stock,stock,3.65,scws
stove,heater,7.11,scws
street,avenue,6.65,scws
street,block,0.9,scws
street,children,1.4,scws
street,place,6.0,scws
street,side,3.0,scws
striking,conspicuous,4.1,scws
striking,crash,3.0,scws
striking,impressive,4.0,scws
string,add,4.65,scws
string,arrange,1.05,scws
string,fingerboard,3.4,scws
string,string,8.35,scws
stroke,hospital,3.9,scws
stroke,strike,2.6,scws
stroke,stroke,1.9,scws
student,professor,4.2,scws
study,examination,6.9,scws
study,learning,7.1,scws
study,review,6.7,scws
study,study,7.3,scws
submarine,sandwich,0.1,scws
subordinate,dog,1.47,scws
subordinate,insubordinate,4.55,scws
subordinate,under,2.4,scws
subordinate,word,3.3,scws
substance,part,2.2,scws
substance,substance,5.5,scws
succeeding,pass,2.2,scws
suffering,enjoy,5.8,scws
suffering,experience,3.3,scws
suffering,pain,8.0,scws
suffering,suffering,6.5,scws
sugar,approach,1.95,scws
sugar,beet,5.35,scws
sugar,wood,1.5,scws
summer,drought,1.7,scws
summer,nature,3.5,scws
summer,solstice,5.85,scws
summer,time,3.8,scws
sun,lie,0.9,scws
sun,sun,6.9,scws
sun,sunburst,4.95,scws
surface,bubble,4.55,scws
surface,horizontal,5.0,scws
suspension,lapse,3.5,scws
suspension,suspension,10.0,scws
sway,power,4.25,scws
tableware,cutlery,6.5,scws
team,group,8.5,scws
team,group,6.3,scws
team,string,0.7,scws
telephone,call,5.8,scws
telephone,communication,3.9,scws
television,broadcasting,7.4,scws
television,color,2.5,scws
television,film,4.6,scws
television,radio,4.7,scws
telling,inform,9.0,scws
telling,narration,8.0,scws
telling,warning,4.05,scws
tennis,point,1.9,scws
term,referent,2.0,scws
term,tenure,7.2,scws
term,term,9.8,scws
territory,africa,4.5,scws
territory,kilometer,5.8,scws
terror,fear,7.75,scws
terror,person,1.1,scws
theater,box,3.85,scws
theater,communication,2.45,scws
theater,history,0.5,scws
thing,situation,3.2,scws
things,situation,1.9,scws
things,things,7.8,scws
thing,thing,8.25,scws
think,expect,5.4,scws
thunderstorm,storm,8.65,scws
ticket,pass,2.8,scws
ticket,tag,3.2,scws
ticket,ticket,5.7,scws
tiger,animal,1.9,scws
tiger,carnivore,7.4,scws
tiger,cat,6.6,scws
tiger,fauna,5.0,scws
tiger,feline,3.9,scws
tiger,organism,2.2,scws
tiger,person,2.3,scws
tiger,tiger,2.0,scws
tiger,zoo,1.4,scws
tool,implement,5.6,scws
tool,means,6.7,scws
topping,pass,2.4,scws
tops,crown,3.5,scws
tops,pass,3.16,scws
tops,tops,1.15,scws
touched,hit,3.1,scws
touching,perceive,4.2,scws
touching,stroke,4.24,scws
touching,stroke,3.7,scws
tournament,universe,1.6,scws
trace,mark,2.5,scws
trace,support,2.3,scws
trading,short,1.4,scws
trading,trading,8.4,scws
trading,traffic,2.7,scws
traffic,commerce,1.5,scws
traffic,trade,5.6,scws
traffic,trade,0.5,scws
traffic,traffic,8.3,scws
train,car,5.55,scws
train,train,9.2,scws
travel,activity,1.2,scws
travel,gravitation,1.7,scws
travel,tour,6.55,scws
travel,travel,8.8,scws
travel,walk,4.75,scws
treatment,dealing,4.4,scws
treatment,recovery,5.2,scws
trench,approach,1.3,scws
trick,deceive,8.0,scws
trick,shift,0.7,scws
troops,daze,0.5,scws
troops,hostile,2.7,scws
troops,march,5.5,scws
troops,troops,8.7,scws
trouble,perturbation,3.0,scws
trouble,point,2.7,scws
trouble,trouble,9.15,scws
twist,development,2.1,scws
twist,interpretation,2.7,scws
twist,move,4.0,scws
twist,twist,4.2,scws
type,adult,0.2,scws
type,identify,1.3,scws
type,kind,8.45,scws
type,version,6.65,scws
type,write,7.3,scws
uniform,jump,2.6,scws
upgrade,better,5.35,scws
upgrade,upgrade,8.4,scws
upset,afflict,3.2,scws
upset,agitation,6.65,scws
upset,disturbance,5.5,scws
upset,touch,0.6,scws
upset,troubled,8.6,scws
upset,upset,9.0,scws
use,application,6.4,scws
use,consume,8.3,scws
used,use,6.65,scws
used,used,8.1,scws
use,functional,2.9,scws
use,out,1.6,scws
usual,familiar,5.2,scws
vanished,vanished,8.65,scws
variation,activity,1.9,scws
variation,change,5.15,scws
variation,variation,6.4,scws
vector,line,1.7,scws
vector,radius,3.6,scws
victim,emergency,1.5,scws
victory,ending,3.1,scws
video,videotape,4.2,scws
viewer,serial,2.4,scws
violate,drop,2.4,scws
virtuoso,musician,5.35,scws
vision,imagination,6.2,scws
vodka,brandy,2.45,scws
vodka,gin,6.9,scws
vodka,screwdriver,6.7,scws
void,invalid,5.9,scws
void,nonexistence,5.7,scws
void,validate,1.8,scws
volunteer,act,2.7,scws
volunteer,inform,3.75,scws
volunteer,worker,4.9,scws
voyage,journey,9.05,scws
voyage,water,2.1,scws
waking,sleeping,5.8,scws
waking,waking,8.4,scws
walking,accompany,1.5,scws
walking,locomotion,6.7,scws
walking,wade,4.7,scws
walking,walking,7.25,scws
wandering,about,2.5,scws
wandering,stray,8.2,scws
wandering,travel,6.4,scws
war,battle,9.08,scws
war,hostility,5.6,scws
warning,example,1.6,scws
warning,strategic,2.05,scws
war,peace,6.0,scws
war,troops,7.2,scws
wash,color,1.9,scws
wash,laundering,4.0,scws
wash,serve,1.9,scws
wash,shampoo,5.1,scws
water,lake,5.95,scws
water,perspiration,3.5,scws
water,seepage,3.9,scws
water,supply,2.2,scws
water,water,7.4,scws
water,wet,5.16,scws
ways,shipyard,2.4,scws
ways,ways,8.65,scws
weak,diluted,5.1,scws
weakening,decrease,4.6,scws
weakening,transformation,2.45,scws
weakening,weakening,8.75,scws
weak,flimsy,5.0,scws
wealth,abundance,6.8,scws
weapon,mass,1.2,scws
weapon,persuasion,4.4,scws
weapon,secret,0.8,scws
weather,forecast,4.8,scws
weather,precipitation,5.35,scws
welsh,brythonic,4.7,scws
wet,dry,7.3,scws
wet,wetness,8.05,scws
white,bleach,5.1,scws
white,light-skinned,5.7,scws
white,white,5.3,scws
white,woman,0.5,scws
wine,dark,1.9,scws
wine,delaware,0.1,scws
withdrawal,bank,3.85,scws
withdraw,retrograde,3.7,scws
withdraw,withdraw,9.05,scws
woman,female,9.0,scws
wood,forest,2.8,scws
wood,growth,0.9,scws
woodland,silva,2.2,scws
wood,red,2.0,scws
word,similarity,1.95,scws
word,statement,1.5,scws
word,word,8.35,scws
workings,drive,2.5,scws
workings,excavation,2.9,scws
workings,mechanism,7.9,scws
workings,workings,8.9,scws
world,chow,0.6,scws
world,order,1.5,scws
worst,evil,6.4,scws
worst,poor,2.5,scws
worst,result,2.4,scws
wounded,people,1.4,scws
wrong,false,8.45,scws
wrong,improper,7.6,scws
wrong,injury,1.8,scws
year,y2k,4.3,scws
yielding,assent,1.1,scws
yielding,change,2.9,scws
yielding,open,3.3,scws
yielding,yielding,7.55,scws
zoo,facility,3.6,scws
hard,zoo,0.4,scws
commerce,undertaking,1.7,scws
enthusiasm,effort,1.7,scws
claim,chemistry,1.3,scws
subculture,rock,3.3,scws
bank,smell,1.0,scws
standing,siphon,0.3,scws
seaplane,answer,0.0,scws
mosaic,industry,1.4,scws
advice,retail,1.5,scws
smoking,blowing,3.2,scws
follow,recital,2.0,scws
boy,deepening,1.2,scws
holder,plan,3.5,scws
subordinate,system,1.5,scws
movie,credence,0.1,scws
bundle,deceive,0.9,scws
sugar,building,0.1,scws
attitude,directorate,3.7,scws
journal,gallery,3.3,scws
short,clothes,3.0,scws
morality,overlook,1.4,scws
lesson,explanation,4.6,scws
tableware,communications,3.4,scws
trouble,happening,2.3,scws
room,obvious,0.7,scws
pile,boy,1.4,scws
defeating,reverse,2.2,scws
relearn,noon,1.0,scws
precedent,ration,3.72,scws
express,anagram,1.3,scws
fiction,insane,2.15,scws
awake,rose,2.7,scws
sounding,conclusion,5.3,scws
lamb,number,1.4,scws
fingerprint,football,0.5,scws
arpeggio,paper,2.05,scws
commit,damask,0.6,scws
mutiny,landscape,1.2,scws
enclose,mute,3.0,scws
foundation,develop,3.6,scws
spouse,ship,2.02,scws
marking,poll,2.4,scws
jazz,bedlam,2.5,scws
trading,done,0.9,scws
man,credit,1.4,scws
place,artifact,2.5,scws
crash,hurl,5.1,scws
child,middle,1.0,scws
asian,agent,0.2,scws
arrangement,longing,1.1,scws
glide,day,2.0,scws
coast,lay,2.95,scws
damask,colors,2.1,scws
enterprise,mention,1.5,scws
subordinate,operation,3.0,scws
player,slave,1.2,scws
air,plasma,3.6,scws
bold,leader,3.45,scws
crab,manufacturer,0.2,scws
intolerable,ammunition,0.6,scws
act,improvement,1.72,scws
stocks,grieve,1.05,scws
hailstone,degree,1.4,scws
betrothal,morning,0.1,scws
up,issue,1.6,scws
week,believe,1.0,scws
liberation,considered,3.26,scws
box,return,0.8,scws
framework,wind,0.7,scws
black,confession,0.0,scws
rank,soap,2.1,scws
secretary,dog,0.1,scws
placental,kick,1.2,scws
abuse,access,0.8,scws
perceive,formation,1.6,scws
circulation,medal,1.5,scws
chondrite,zoo,0.6,scws
march,bat,0.0,scws
vine,space,0.6,scws
clergyman,playing,0.9,scws
parole,gauge,2.45,scws
car,scan,0.0,scws
protest,disabled,1.6,scws
covering,criterion,0.9,scws
zoo,panorama,0.3,scws
formation,perform,1.3,scws
reduce,astronomer,0.1,scws
calorific,settlement,0.4,scws
suspension,desk,1.1,scws
examine,similarity,2.5,scws
school,welsh,2.1,scws
indirect,mosaic,0.5,scws
compel,course,2.6,scws
prepared,broadcast,2.1,scws
ask,quality,2.5,scws
dissemination,stabilize,3.6,scws
train,chondrite,0.1,scws
lawyer,conference,3.3,scws
void,impermanent,2.5,scws
educated,backward,0.7,scws
person,abstain,2.0,scws
word,fishing,0.2,scws
ring,emblem,1.1,scws
automobile,solemnize,1.3,scws
fertility,liquidate,0.7,scws
spouse,breakthrough,0.5,scws
union,anxiety,0.4,scws
education,combination,0.8,scws
majority,report,2.25,scws
dealing,damage,0.4,scws
found,last,1.3,scws
suffer,transmission,0.5,scws
prejudice,president,1.3,scws
insect,frame,0.4,scws
resident,ministry,1.8,scws
likeness,constitute,2.4,scws
mechanism,stabilize,1.4,scws
patterned,professor,0.75,scws
ways,prepare,2.45,scws
demonic,full,1.5,scws
wet,damned,1.65,scws
promise,distinguish,2.45,scws
english,biome,2.0,scws
basketball,integer,1.2,scws
examine,skin,1.3,scws
asylum,gem,1.2,scws
reading,artifact,1.7,scws
music,lowering,0.9,scws
standing,sprint,1.95,scws
difficulty,brandy,0.5,scws
lip,nearness,3.1,scws
blessing,deal,1.0,scws
role,nonexistent,0.7,scws
imperative,aluminum,0.75,scws
vanished,mocha,0.1,scws
sauce,remove,1.4,scws
acronym,living,0.2,scws
exclude,assets,1.0,scws
support,living,2.7,scws
holy,succeeding,1.7,scws
admonition,calmness,4.3,scws
hard,investigation,0.8,scws
lesson,basketball,1.1,scws
resistance,healing,2.3,scws
interest,possess,2.1,scws
male,tongue,2.4,scws
hypertension,call,2.6,scws
clean,gully,0.3,scws
lowering,wall,2.0,scws
ball,situation,2.2,scws
century,position,0.7,scws
flap,credit,0.8,scws
beet,rank,0.7,scws
maradona,football,5.0,scws
arafat,peace,3.5,scws
arafat,terror,2.72,scws
