WORD,EXAMPLE,SOURCE
flood," the heavy rain caused the river to flood, and many homes were damaged",gpt_gdex
flood," the sudden burst of emotions flooded over her, and she couldn't hold back her tears",gpt_gdex
flood," the news of the celebrity's scandal flooded the media, creating a frenzy of speculation",gpt_gdex
flood," when the dam broke, a massive wave of water flooded the valley, destroying everything in its path",gpt_gdex
flood, the new store's opening promotion created a flood of customers eager to get the best deals,gpt_gdex
musical, i am taking voice lessons and learning to perform in a musical,gpt_gdex
musical," the theater company is putting on a musical production of ""les misérables.""",gpt_gdex
musical, she has a deep appreciation for classical music and attends many musical performances,gpt_gdex
musical, my brother is a talented composer and writes beautiful musical scores for films,gpt_gdex
musical, the music teacher taught the students about the different musical instruments and their sounds,gpt_gdex
seed,the farmer planted the seed in the fertile soil,gpt_gdex
seed,the scientist discovered a new species of plant from a tiny seed,gpt_gdex
seed,"the entrepreneur pitched his business idea to potential investors, hoping to secure seed funding",gpt_gdex
seed,the tennis player served a powerful seed that her opponent couldn't return,gpt_gdex
seed,"the archaeologists found ancient seeds in the ruins, providing clues about the diet of the civilization",gpt_gdex
break, i need to take a break from work and go for a walk to clear my mind,gpt_gdex
break," the glass shattered into a thousand pieces when it fell and hit the ground, causing a loud break",gpt_gdex
break, the news of their breakup came as a surprise to everyone; their relationship had seemed so strong,gpt_gdex
break," the storm caused the tree branches to break and fall onto the roof of the house, causing extensive damage",gpt_gdex
break," he managed to break the code and access the secure database, revealing classified information",gpt_gdex
frighten, the loud thunder and lightning outside my window during the storm frighten my dog,gpt_gdex
frighten," the horror movie i watched last night really frighten me, i couldn't sleep properly",gpt_gdex
frighten, the unexpected jump scare in the haunted house frightened the group of friends,gpt_gdex
frighten, the sudden loud noise in the middle of the night frighten the old lady living alone,gpt_gdex
frighten, the alarming news about the potential danger in the area frighten the local residents,gpt_gdex
introduce, the teacher will introduce a new lesson on fractions to the students tomorrow,gpt_gdex
introduce, my sister will introduce me to her new boyfriend at the family gathering,gpt_gdex
introduce, the company plans to introduce a new product to the market next month,gpt_gdex
introduce, the host will introduce the keynote speaker before the conference begins,gpt_gdex
introduce, the museum guide will introduce visitors to the history and significance of the artwork on display,gpt_gdex
change, i need to change my clothes before we go out to dinner tonight,gpt_gdex
change, the weather forecast says the temperature will change dramatically tomorrow,gpt_gdex
change, the company decided to change their marketing strategy to attract a younger audience,gpt_gdex
change, i hope the mechanic can change the oil in my car while i wait,gpt_gdex
change," moving to a new city can be a big change, but it can also be an exciting opportunity for personal growth",gpt_gdex
proud,she felt proud when she received her college degree,gpt_gdex
proud,the teacher praised tim for his proud accomplishment,gpt_gdex
proud,"despite facing many challenges, she remained proud of her heritage",gpt_gdex
proud,he couldn't help but feel proud as he watched his daughter perform on stage,gpt_gdex
proud,they were proud parents as they watched their son receive a prestigious award,gpt_gdex
swear, i swear i saw a ghost in the old abandoned house,gpt_gdex
swear, he made me swear to keep his secret,gpt_gdex
swear," i swear by my mother's grave, i will find the person who stole my wallet",gpt_gdex
swear, the witness will swear under oath to tell the truth in court,gpt_gdex
swear," my little brother loves to swear when he's angry, even though it's not appropriate",gpt_gdex
fashion, she always keeps up with the latest fashion trends and is known for her impeccable style,gpt_gdex
fashion," the fashion industry is constantly evolving, with new designers and collections being introduced each season",gpt_gdex
fashion, his unconventional fashion sense often turns heads and sparks conversations wherever he goes,gpt_gdex
fashion," the fashion show showcased a wide range of garments, from elegant evening gowns to edgy streetwear",gpt_gdex
fashion," the fashion of the 1960s was characterized by bold colors, mini skirts, and psychedelic patterns",gpt_gdex
decide," after much deliberation, the jury finally reached a decision and declared the defendant guilty",gpt_gdex
decide, i cannot decide which movie to watch tonight; there are too many good options to choose from,gpt_gdex
decide, the couple decided to adopt a child after years of struggling with infertility,gpt_gdex
decide, the team captain's quick thinking and strategic skills helped decide the outcome of the intense basketball game,gpt_gdex
decide," sarah couldn't decide whether to pursue a career in medicine or art, as she was equally passionate about both",gpt_gdex
silver, she wore a beautiful silver necklace to the party,gpt_gdex
silver, the olympic medalist won a silver medal in the swimming event,gpt_gdex
silver, the jeweler polished the silverware to a brilliant shine,gpt_gdex
silver, the moonlight reflected off the calm silver surface of the lake,gpt_gdex
silver, the alchemist believed that he could turn lead into silver,gpt_gdex
populate," the small island is sparsely populated, with only a few hundred residents",gpt_gdex
populate," the city's downtown area is densely populated, with skyscrapers and bustling streets",gpt_gdex
populate," the virus quickly spread and populated the entire region, causing widespread illness",gpt_gdex
populate, the app allows users to populate their personal profiles with photos and information,gpt_gdex
populate, the garden is populated with a variety of colorful flowers and plants,gpt_gdex
iron, she used a hot iron to press her clothes,gpt_gdex
iron, the blacksmith shaped the molten iron into a horseshoe,gpt_gdex
iron, the doctor prescribed iron supplements to treat her anemia,gpt_gdex
iron, the ship sank because it hit an iron reef,gpt_gdex
iron, they built a sturdy iron bridge to withstand heavy traffic,gpt_gdex
stop, please make sure to come to a complete stop at the stop sign before proceeding,gpt_gdex
stop," the train doesn't stop at this station, so we'll have to get off at the next one",gpt_gdex
stop, i need to stop by the grocery store on my way home to pick up some milk,gpt_gdex
stop, the loud noise suddenly made him stop what he was doing and look around,gpt_gdex
stop," after running for several miles, she decided to take a break and stop to catch her breath",gpt_gdex
settle, i need to settle this invoice before the end of the month,gpt_gdex
settle," after a long day at work, i like to settle down with a good book",gpt_gdex
settle, the couple decided to settle in a small town and start a family,gpt_gdex
settle," after much negotiation, they were able to settle the dispute out of court",gpt_gdex
settle," the dust from the construction work finally settled, revealing a beautiful new building",gpt_gdex
stare," she couldn't help but stare at the stunning sunset, its vibrant colors filling the sky",gpt_gdex
stare," the young boy stared intently at the math problem, trying to decipher its complexity",gpt_gdex
stare, the actress felt uncomfortable as the audience's unwavering stares bore into her during her performance,gpt_gdex
stare," he stared at the blank canvas, searching for inspiration to begin his next masterpiece",gpt_gdex
stare," the detective stared at the crime scene, carefully examining every detail for clues",gpt_gdex
rival, the two companies are fierce rivals in the smartphone industry,gpt_gdex
rival, she has been training hard to beat her rival in the upcoming tennis tournament,gpt_gdex
rival," the two politicians have been bitter rivals for years, constantly vying for power",gpt_gdex
rival," the team's star player injured his ankle, opening up an opportunity for his rival to shine",gpt_gdex
rival, the new coffee shop in town hopes to attract customers away from its rival by offering unique brews,gpt_gdex
necessary, it is necessary to wear protective gear when riding a motorcycle,gpt_gdex
necessary, studying is necessary if you want to pass your exams,gpt_gdex
necessary, adequate sleep is necessary for good health,gpt_gdex
necessary, it is necessary to follow the instructions carefully to assemble the furniture correctly,gpt_gdex
necessary, saving money is necessary for a secure future,gpt_gdex
happy, i felt so happy when i received an unexpected gift from my friend,gpt_gdex
happy," the children were running around in the park, laughing and playing happily",gpt_gdex
happy," after a long day at work, i enjoyed a hot bath and felt instantly happy and relaxed",gpt_gdex
happy, the team was ecstatic and happy after winning the championship game,gpt_gdex
happy, she couldn't help but feel happy when she saw her favorite band performing live on stage,gpt_gdex
discharge, the doctor said i can be discharged from the hospital tomorrow,gpt_gdex
discharge, the soldier was ordered to discharge his weapon,gpt_gdex
discharge," the factory discharges toxic waste into the river, polluting the environment",gpt_gdex
discharge, the lawyer argued that his client should be discharged of all charges,gpt_gdex
discharge, the police officer discharged his duties with professionalism and integrity,gpt_gdex
physical, the physical therapist helped her regain strength and mobility after the accident,gpt_gdex
physical, the athlete underwent a series of physical tests to assess his fitness level,gpt_gdex
physical, the doctor confirmed that her symptoms were not caused by any physical illness,gpt_gdex
physical, the students were required to wear proper physical education attire for the gym class,gpt_gdex
physical, the team's success was due to their physical dominance and strong defensive play,gpt_gdex
sway, the tall trees swayed gracefully in the gentle breeze,gpt_gdex
sway, the politician tried to sway the audience with his persuasive speech,gpt_gdex
sway, the rhythm of the music made the crowd sway and dance,gpt_gdex
sway, the strong current of the river was difficult to sway against,gpt_gdex
sway, the ceo's decision had a significant sway over the company's future,gpt_gdex
state, the state of california is known for its beautiful beaches and sunny weather,gpt_gdex
state, the governor issued a statement to address the state of emergency caused by the natural disaster,gpt_gdex
state, the teacher asked the students to write an essay about the history of their home state,gpt_gdex
state," the athlete was in peak physical state, ready to compete in the upcoming championship",gpt_gdex
state, the detective carefully examined the crime scene to determine the state of affairs and gather evidence,gpt_gdex
stream," the stream flowed gently through the meadow, reflecting the vibrant colors of the surrounding flowers",gpt_gdex
stream, we watched the live stream of the concert from the comfort of our own home,gpt_gdex
stream," the children enjoyed skipping stones across the stream, trying to make them bounce as many times as possible",gpt_gdex
stream, the company is investing in renewable energy to reduce their carbon footprint and promote a cleaner energy stream,gpt_gdex
stream," the professor's lecture was a constant stream of information, leaving the students with a wealth of knowledge",gpt_gdex
slow, the traffic is moving slow this morning due to an accident on the highway,gpt_gdex
slow," he is a slow learner, but with some extra help, he can catch up to his peers",gpt_gdex
slow," the turtle moved at a slow pace, taking its time to cross the road",gpt_gdex
slow," the company's growth has been slow this year, with only a minimal increase in revenue",gpt_gdex
slow, the computer is running slow because it needs more memory to handle the large amount of data,gpt_gdex
explore," the group of scientists set out to explore the depths of the ocean, hoping to discover new species and understand the mysteries of the underwater world",gpt_gdex
explore," as a child, i loved to explore the dense forests near my house, finding hidden trails and secret caves that sparked my sense of adventure",gpt_gdex
explore," the documentary aims to explore the impact of climate change on vulnerable ecosystems, shedding light on the urgent need for conservation efforts",gpt_gdex
explore," the detective decided to explore the possibility of a second suspect, as the evidence didn't add up and there were inconsistencies in the witness statements",gpt_gdex
explore," in order to expand their business, the company plans to explore new markets overseas, conducting market research to understand consumer behavior and preferences",gpt_gdex
soft," the baby's skin is so soft, like velvet",gpt_gdex
soft, the pillow feels soft and comfortable to rest on,gpt_gdex
soft," be careful with the fruit, it's soft and easily squishes when you squeeze it",gpt_gdex
soft, the music playing in the background is soft and soothing,gpt_gdex
soft," she spoke to him in a soft voice, trying to calm him down",gpt_gdex
come, i come from a small town in the midwest,gpt_gdex
come, the bus will come in 10 minutes,gpt_gdex
come, can you come to my office for a meeting tomorrow?,gpt_gdex
come, the first snowstorm of the season will come tonight,gpt_gdex
come, the idea for the new product came from our customers' feedback,gpt_gdex
dress, she wore a beautiful red dress to the party,gpt_gdex
dress, the tailor measured me for a custom-made dress,gpt_gdex
dress, the chef dressed the salad with a tangy vinaigrette,gpt_gdex
dress, the soldiers dressed their wounds after the battle,gpt_gdex
dress, the little girl liked to dress up in her mother's clothes and pretend to be a princess,gpt_gdex
perfect, she has a perfect score on the test.<\s1>,gpt_gdex
perfect, the weather was perfect for a picnic.<\s2>,gpt_gdex
perfect, he is the perfect candidate for the job.<\s3>,gpt_gdex
perfect, the artist spent hours perfecting her painting.<\s4>,gpt_gdex
perfect, the recipe calls for a perfect balance of sweet and savory flavors.<\s5>,gpt_gdex
exist," many species of animals exist in the amazon rainforest, including jaguars, macaws, and sloths",gpt_gdex
exist, the rumors about the existence of ghosts in the old haunted house have intrigued the local community for years,gpt_gdex
exist, can you believe that unicorns don't actually exist? they are purely mythical creatures,gpt_gdex
exist," in some remote areas, tribes still exist that have had little contact with the outside world",gpt_gdex
exist, the concept of time as we know it didn't exist before the invention of clocks and calendars,gpt_gdex
separate, please separate the recycling from the regular trash,gpt_gdex
separate, they decided to separate after years of being together,gpt_gdex
separate, the wall serves to separate the two rooms,gpt_gdex
separate, the judge ordered a separate trial for each defendant,gpt_gdex
separate, it is important to keep your personal and professional lives separate,gpt_gdex
call, i need to make a phone call to my doctor to schedule an appointment,gpt_gdex
call," the referee made a controversial call, which led to a penalty kick for the opposing team",gpt_gdex
call, the professor's lecture on shakespeare was a powerful call to action for the students to read more of his plays,gpt_gdex
call," the bird perched on the branch let out a loud call, signaling its presence in the forest",gpt_gdex
call, the company decided to call off the meeting due to the severe weather conditions,gpt_gdex
roam," the cheetahs roam freely across the vast grasslands, searching for prey",gpt_gdex
roam," after finishing her work, sarah decided to roam around the city to explore its hidden gems",gpt_gdex
roam," the lost hiker continued to roam through the dense forest, hoping to find his way back to the trail",gpt_gdex
roam," the children were given permission to roam the playground during recess, enjoying their time outdoors",gpt_gdex
roam," as the sun began to set, the herd of elephants started to roam towards the river for a drink",gpt_gdex
farm, my grandfather has a dairy farm where he milks cows and produces cheese,gpt_gdex
farm," the children enjoyed their visit to the petting farm, where they got to feed and interact with various animals",gpt_gdex
farm, the farmer used a tractor to plow the fields on his wheat farm,gpt_gdex
farm," after retiring from the city, sarah decided to start an organic vegetable farm in the countryside",gpt_gdex
farm," the farm was hit by a severe drought, causing the crops to wither and the livestock to suffer",gpt_gdex
prestige, he earned his prestige through years of hard work and dedication,gpt_gdex
prestige, the prestigious university is known for its rigorous academic program,gpt_gdex
prestige, the luxury brand is associated with prestige and exclusivity,gpt_gdex
prestige, the award ceremony was a display of wealth and prestige,gpt_gdex
prestige, she declined the job offer because it lacked the prestige she was seeking,gpt_gdex
hard, she worked hard all day to complete the project before the deadline,gpt_gdex
hard, the candy was so hard that it hurt my teeth to bite into it,gpt_gdex
hard, he found it hard to believe that his favorite team had lost the championship,gpt_gdex
hard," the math problem was really hard, and it took her a long time to solve it",gpt_gdex
hard," the rock was hard, and it took a lot of effort to break it into smaller pieces",gpt_gdex
cell, he was placed in a jail cell after being arrested,gpt_gdex
cell, the scientist observed the structure of a plant cell under a microscope,gpt_gdex
cell," the battery in my phone is running low, i need to charge it in a power cell",gpt_gdex
cell, she received a phone call from her sister while she was in her office cubicle,gpt_gdex
cell, the prison guards conducted a search of each inmate's cell for contraband,gpt_gdex
pregnant, she is pregnant with twins and is due to give birth next month,gpt_gdex
pregnant," the suspense in the room was pregnant, as everyone awaited the announcement of the election results",gpt_gdex
pregnant," the artist's painting was pregnant with meaning, leaving the viewers captivated and intrigued",gpt_gdex
pregnant," the silence between them was pregnant with unspoken words, creating an uncomfortable tension",gpt_gdex
pregnant," the book provided a pregnant description of the historical events, allowing the readers to vividly imagine the past",gpt_gdex
head, she shook her head in disbelief when she heard the news,gpt_gdex
head, the company appointed a new head of marketing to oversee their advertising campaigns,gpt_gdex
head, he suffered a head injury after falling off his bike,gpt_gdex
head, the hiker reached the summit and enjoyed the breathtaking view at the head of the trail,gpt_gdex
head, the teacher asked the students to raise their hands and nod their heads if they understood the concept,gpt_gdex
trick, she used a clever trick to solve the puzzle quickly,gpt_gdex
trick, the magician performed an amazing trick with a deck of cards,gpt_gdex
trick," the cat was hiding under the bed, waiting to pounce on its unsuspecting prey, using its feline trick",gpt_gdex
trick, the chef showed us a trick to peel garlic cloves effortlessly,gpt_gdex
trick, he fell for her trick and ended up buying something he didn't need,gpt_gdex
drink," i like to start my day with a hot cup of coffee, it's my favorite drink",gpt_gdex
drink," after a long run, it's important to rehydrate and replenish your body with a refreshing drink like water or a sports drink",gpt_gdex
drink," the bartender skillfully prepared a delicious cocktail for me, it was the perfect drink to enjoy on a warm summer evening",gpt_gdex
drink," my doctor advised me to limit my alcohol intake, so i only have an occasional drink during social gatherings",gpt_gdex
drink," the baby was crying, so i quickly prepared a bottle of milk for her to drink",gpt_gdex
worker,a construction worker in a yellow hard hat was busy hammering nails into the new house,gpt_gdex
worker,"she is a diligent worker, always arriving early and putting in extra effort to complete her tasks",gpt_gdex
worker,the factory hired additional workers to keep up with the high demand for their products,gpt_gdex
worker,"he is a skilled worker, trained in carpentry and able to create beautiful furniture pieces",gpt_gdex
worker,the social worker provided counseling and support to the families affected by the natural disaster,gpt_gdex
relax," after a long day at work, i like to relax by taking a hot bath and reading a good book",gpt_gdex
relax, yoga and meditation are great ways to relax the mind and reduce stress,gpt_gdex
relax, i find gardening to be a relaxing hobby that helps me unwind and connect with nature,gpt_gdex
relax," whenever i listen to classical music, i feel my muscles relax and my mind calm down",gpt_gdex
relax," on vacation, i like to relax on the beach, soaking up the sun and listening to the sound of waves crashing against the shore",gpt_gdex
skin, she had fair skin that burned easily in the sun,gpt_gdex
skin, the snake shed its old skin and emerged with a shiny new one,gpt_gdex
skin," the hiker slipped on a wet rock and scraped his knee, breaking the skin",gpt_gdex
skin, the chef carefully removed the skin from the roasted chicken before serving it,gpt_gdex
skin, the lotion helped soothe her dry and itchy skin,gpt_gdex
leaf, the autumn breeze rustled the colorful leaves on the trees,gpt_gdex
leaf," she carefully flipped through the pages of the book, starting from the first leaf",gpt_gdex
leaf," the hiker spotted a four-leaf clover in the meadow, bringing her good luck",gpt_gdex
leaf," after a heavy rain, the raindrops formed tiny droplets on the surface of the leaf",gpt_gdex
leaf, the chef garnished the dish with a sprig of fresh basil leaf for added flavor,gpt_gdex
forest," the forest was filled with tall, majestic trees and diverse wildlife, creating a peaceful and serene atmosphere",gpt_gdex
forest," we decided to go hiking in the dense forest, hoping to discover hidden waterfalls and beautiful, untouched landscapes",gpt_gdex
forest," the forest fire spread rapidly, engulfing acres of trees and threatening nearby homes and communities",gpt_gdex
forest," the researcher studied the forest ecosystem, analyzing the relationships between plants, animals, and the environment",gpt_gdex
forest," the ancient ruins were hidden deep within the forest, a testament to the civilization that once thrived there",gpt_gdex
flutter, the butterfly's wings fluttered gently in the breeze,gpt_gdex
flutter, my heart fluttered with anticipation as i awaited the results of the exam,gpt_gdex
flutter," the curtains fluttered in the wind, creating a soft and serene atmosphere in the room",gpt_gdex
flutter," the pages of the book fluttered as she quickly flipped through them, searching for a specific passage",gpt_gdex
flutter, the leaves of the trees fluttered and rustled as the storm approached,gpt_gdex
tower," the eiffel tower is an iconic landmark in paris, france",gpt_gdex
tower, the control tower at the airport provides guidance to incoming and outgoing flights,gpt_gdex
tower, the medieval castle had a towering structure that stood as a symbol of power and strength,gpt_gdex
tower," the sunflower towered over the other plants in the garden, reaching impressive heights",gpt_gdex
tower, the tower of books on the shelf indicated the owner's love for reading and knowledge,gpt_gdex
shake, she decided to shake up her routine by trying a new workout class,gpt_gdex
shake, the earthquake caused the ground to shake violently,gpt_gdex
shake, he was so nervous that his hands began to shake uncontrollably,gpt_gdex
shake, the dog shook off the water after swimming in the lake,gpt_gdex
shake, the coach gave the player a firm shake of the hand to congratulate him on his performance,gpt_gdex
tiny," the tiny bird perched on the branch, its colorful feathers shining in the sunlight",gpt_gdex
tiny," she carefully placed the tiny vase on the windowsill, filled with a single delicate flower",gpt_gdex
tiny, the tiny print at the bottom of the contract was nearly impossible to read without a magnifying glass,gpt_gdex
tiny," we stumbled upon a tiny village hidden in the mountains, with only a few houses and a quaint little church",gpt_gdex
tiny," the tiny kitten curled up in the corner, seeking warmth and comfort",gpt_gdex
difficulty," the math problem posed a great difficulty for the students, as they struggled to find the right solution",gpt_gdex
difficulty," she faced many difficulties in learning a new language, such as pronunciation and grammar rules",gpt_gdex
difficulty," the hiker encountered a lot of difficulties during his trek, including steep cliffs and unpredictable weather conditions",gpt_gdex
difficulty, the novel explores the emotional difficulties of a young woman trying to navigate through a toxic relationship,gpt_gdex
difficulty, the team overcame various difficulties to successfully complete the project on time and within budget,gpt_gdex
japanese, my friend studied japanese in college and is fluent in the language,gpt_gdex
japanese," i love japanese cuisine, especially sushi and tempura",gpt_gdex
japanese, the japanese government is known for its strong focus on technology and innovation,gpt_gdex
japanese, i recently watched a japanese film that won several awards at international film festivals,gpt_gdex
japanese, traditional japanese tea ceremonies are a beautiful and intricate cultural practice,gpt_gdex
squeeze, she gently squeezed the lemon to extract the juice for the recipe,gpt_gdex
squeeze," the crowded subway made it difficult to move, as people squeezed together to fit in the train",gpt_gdex
squeeze, he had to squeeze through the narrow gap between the bushes to reach the hidden treasure,gpt_gdex
squeeze, the economic crisis has caused many businesses to squeeze their budgets and reduce expenses,gpt_gdex
squeeze, the detective managed to squeeze some information out of the reluctant witness during the intense interrogation,gpt_gdex
suffer, many people suffer from allergies during the spring season,gpt_gdex
suffer, the athlete suffered a knee injury during the game and had to be carried off the field,gpt_gdex
suffer, she suffered a lot of emotional pain after the loss of her loved one,gpt_gdex
suffer, the company suffered a significant financial loss due to the economic downturn,gpt_gdex
suffer, the dog suffered from neglect and was rescued by an animal shelter,gpt_gdex
cash, she withdrew some cash from the atm to pay for her lunch,gpt_gdex
cash," the store only accepts cash as a form of payment, no credit cards",gpt_gdex
cash, he decided to cash in his savings bonds to buy a new car,gpt_gdex
cash, the company offered him a cash reward for referring new customers,gpt_gdex
cash, the casino cashier exchanged his chips for cash when he was done gambling,gpt_gdex
society," in today's society, it is important to promote inclusivity and diversity",gpt_gdex
society, the charity organization aims to improve the lives of the most vulnerable members of society,gpt_gdex
society, research shows that social media has had a significant impact on society's communication patterns,gpt_gdex
society, the university offers a course on the history and development of western society,gpt_gdex
society, the government is implementing new policies to address the economic inequalities in our society,gpt_gdex
record, he broke the world record for the fastest mile,gpt_gdex
record, i need to buy a new record player because mine is broken,gpt_gdex
record, the detective reviewed the suspect's criminal record,gpt_gdex
record, she set a new record for the most goals scored in a single season,gpt_gdex
record, the concert was recorded and will be released as a live album,gpt_gdex
want, i want to eat a slice of pizza for dinner tonight,gpt_gdex
want, she wants to travel to europe next summer,gpt_gdex
want, the cat wants to go outside and play in the garden,gpt_gdex
want, he wants to buy a new car with all the latest features,gpt_gdex
want, we want to learn how to play the guitar,gpt_gdex
left, he left the party early because he had to catch a flight in the morning,gpt_gdex
left, she took a left turn at the intersection and drove down the narrow street,gpt_gdex
left, the teacher instructed the students to complete the remaining questions on the left side of the worksheet,gpt_gdex
left," the hurricane caused severe damage, leaving many homes without electricity",gpt_gdex
left, he left his car keys on the kitchen counter before heading out for a walk,gpt_gdex
king, the king wore a magnificent crown and sat on a golden throne,gpt_gdex
king," in a deck of cards, the king is the highest-ranking card in each suit",gpt_gdex
king," the king of rock and roll, elvis presley, is still revered for his music today",gpt_gdex
king," the lion, known as the king of the jungle, roamed freely in its domain",gpt_gdex
king," chess players strategize to protect their king, the most important piece on the board",gpt_gdex
solve, i can solve this math problem with ease,gpt_gdex
solve, the detective was determined to solve the mysterious murder case,gpt_gdex
solve, she used a map to solve the puzzle and find the hidden treasure,gpt_gdex
solve, the engineer was able to solve the complex technical issue with his expertise,gpt_gdex
solve, the therapist helped her patient solve his emotional problems through counseling,gpt_gdex
sick, i stayed home from work because i was feeling sick,gpt_gdex
sick," the little girl looked pale and sick, so her mother took her to the doctor",gpt_gdex
sick, that roller coaster made me feel sick to my stomach,gpt_gdex
sick," the new horror movie is so intense, it's sick!",gpt_gdex
sick," the dog was sick with a cold, so the vet prescribed medication",gpt_gdex
film, i love going to the movie theater and watching a film on the big screen,gpt_gdex
film, the photographer used a roll of film to capture the beautiful landscapes,gpt_gdex
film, the film is based on a true story and explores the life of a famous musician,gpt_gdex
film, she studied film in college and now works as a director in the industry,gpt_gdex
film, the surgeon applied a thin film of gel to protect the wound during the healing process,gpt_gdex
marble, she used a marble rolling pin to flatten the dough for the pie crust,gpt_gdex
marble, the statue was carved out of pure white marble,gpt_gdex
marble, the children played a game of marbles in the playground,gpt_gdex
marble, the floor of the grand foyer was made of polished marble,gpt_gdex
marble, the painter used different shades of blue and white to create a marbled effect on the canvas,gpt_gdex
free, i received a free sample of the new perfume at the mall,gpt_gdex
free, the bird was finally set free after being rehabilitated,gpt_gdex
free, the company is offering a free trial of their online software,gpt_gdex
free, the students were given a free period to work on their assignments,gpt_gdex
free, the government provides free healthcare for low-income families,gpt_gdex
detach, he decided to detach himself from the toxic relationship and focus on his own well-being,gpt_gdex
detach, the detective carefully detached the evidence from the crime scene to preserve its integrity,gpt_gdex
detach, the hiker was advised to detach the tick from his skin using tweezers to avoid any infection,gpt_gdex
detach, the teacher asked the students to detach the perforated sheets from their textbooks for an upcoming activity,gpt_gdex
detach, the astronaut had to detach from the spacecraft and float freely in space during the spacewalk,gpt_gdex
control, the pilot had full control over the airplane during the flight,gpt_gdex
control, the scientist conducted an experiment to test the effects of temperature control on plant growth,gpt_gdex
control, the parents implemented strict control over their children's screen time,gpt_gdex
control, the government imposed control measures to curb the spread of the virus,gpt_gdex
control, the ceo hired a new manager to take control of the company's finances,gpt_gdex
surface, the shiny surface of the mirror reflected her smiling face,gpt_gdex
surface, the scuba divers slowly ascended to the water's surface after exploring the coral reef,gpt_gdex
surface, the detective carefully dusted the surface of the table for fingerprints,gpt_gdex
surface," the artist used a palette knife to apply thick layers of paint to the canvas, creating texture on its surface",gpt_gdex
surface," the scientist examined the surface of the moon through a powerful telescope, looking for evidence of water",gpt_gdex
meet, let's meet at the coffee shop tomorrow to discuss the project,gpt_gdex
meet, the two opposing teams will meet on the soccer field for the final match,gpt_gdex
meet, i finally got the chance to meet my favorite author at the book signing event,gpt_gdex
meet," the road meets the river at a beautiful point, creating a scenic view",gpt_gdex
meet, i hope our schedules can meet so we can have dinner together this weekend,gpt_gdex
height," the height of the mountain peak was breathtaking, offering a panoramic view of the surrounding landscape",gpt_gdex
height, the doctor measured the patient's height and discovered that he had grown two inches since his last visit,gpt_gdex
height," the basketball player's impressive height gave him an advantage on the court, allowing him to easily score over his opponents",gpt_gdex
height," we need to be cautious when driving through this tunnel, as its low height can be a challenge for taller vehicles",gpt_gdex
height," the high-rise building stood tall, its height dominating the city skyline, a symbol of architectural excellence",gpt_gdex
city, new york city is known for its iconic skyline and bustling streets,gpt_gdex
city, the city of rome is famous for its ancient ruins and historical landmarks,gpt_gdex
city," tokyo is the most populous city in japan, with a vibrant and fast-paced urban atmosphere",gpt_gdex
city," the city of paris is often referred to as the ""city of love"" due to its romantic ambiance and iconic landmarks like the eiffel tower",gpt_gdex
city," london is a multicultural city with a rich history, offering a wide range of cultural and entertainment opportunities",gpt_gdex
desert," the camel trekked across the scorching desert, searching for an oasis",gpt_gdex
desert," after dinner, don't forget to try the delicious chocolate mousse with a caramel desert",gpt_gdex
desert, the soldier was decorated for his bravery and dedication to serving his country in the desert,gpt_gdex
desert, the abandoned town in the middle of the desert was eerie and haunting,gpt_gdex
desert," the explorer discovered a fossilized dinosaur footprint in the desert, providing valuable scientific insight",gpt_gdex
paint, she used a brush to apply the blue paint to the wall,gpt_gdex
paint, the artist carefully mixed the colors to create a vibrant and unique painting,gpt_gdex
paint," the graffiti on the building was an act of vandalism, but some considered it a form of street art",gpt_gdex
paint, the furniture was in need of a fresh coat of paint to cover up the scratches,gpt_gdex
paint, the historian studied the cave paintings to gain insights into the ancient civilization,gpt_gdex
whisker, the cat's whiskers twitched as it stalked its prey,gpt_gdex
whisker," the barber carefully trimmed the man's whiskers, giving him a neat and tidy appearance",gpt_gdex
whisker, the scientist studied the microscopic whiskers on the surface of the plant leaf,gpt_gdex
whisker," the sailor navigated through the treacherous waters, relying on the whiskers of the ship's sonar system",gpt_gdex
whisker," the old man proudly stroked his long, white whiskers, a symbol of wisdom and experience",gpt_gdex
salt, i love sprinkling salt on my fries to enhance their flavor,gpt_gdex
salt, the chef used a pinch of salt to balance the sweetness of the caramel sauce,gpt_gdex
salt, the ocean water was so salty that it stung my eyes when i went swimming,gpt_gdex
salt, the road crew spread salt on the icy roads to prevent accidents,gpt_gdex
salt, my doctor advised me to reduce my salt intake to help lower my blood pressure,gpt_gdex
horizon," the sun dipped below the horizon, painting the sky in a vibrant array of colors",gpt_gdex
horizon," the young girl's dreams reached far beyond the limits of her small town, stretching to the distant horizon",gpt_gdex
horizon," the mountain peak stood tall against the backdrop of the horizon, creating a breathtaking vista",gpt_gdex
horizon, the storm clouds on the horizon warned of an impending downpour,gpt_gdex
horizon," as the ship sailed further out to sea, the land slowly disappeared from view, sinking below the horizon",gpt_gdex
statement, the witness gave a detailed statement to the police about what he saw at the crime scene,gpt_gdex
statement, the company issued a statement apologizing for the recent data breach and assuring customers that their information would be secured,gpt_gdex
statement, the teacher asked the students to write a personal statement explaining why they wanted to study abroad,gpt_gdex
statement, the politician's controversial statement sparked a heated debate among the members of parliament,gpt_gdex
statement, the financial statement showed that the company's profits had increased by 10% in the last quarter,gpt_gdex
letter," i received a heartfelt letter from my best friend, expressing her love and gratitude",gpt_gdex
